id,cluster
train_6821,16
train_6822,19
train_6823,7
train_6824,11
train_6825,13
train_6826,11
train_6827,17
train_6828,17
train_6829,7
train_6830,15
train_6831,11
train_6832,15
train_6833,13
train_6834,13
train_6835,12
train_6836,12
train_6837,19
train_6838,10
train_6839,9
train_6840,13
train_6841,13
train_6842,15
train_6843,13
train_6844,12
train_6845,19
train_6846,19
train_6847,5
train_6848,10
train_6849,2
train_6850,13
train_6851,19
train_6852,3
train_6853,0
train_6854,12
train_6855,13
train_6856,7
train_6857,17
train_6858,2
train_6859,2
train_6860,12
train_6861,2
train_6862,13
train_6863,10
train_6864,9
train_6865,15
train_6866,15
train_6867,2
train_6868,1
train_6869,18
train_6870,5
train_6871,2
train_6872,4
train_6873,10
train_6874,13
train_6875,10
train_6876,11
train_6877,2
train_6878,0
train_6879,12
train_6880,13
train_6881,10
train_6882,10
train_6883,13
train_6884,3
train_6885,12
train_6886,7
train_6887,2
train_6888,10
train_6889,1
train_6890,16
train_6891,3
train_6892,10
train_6893,3
train_6894,13
train_6895,5
train_6896,13
train_6897,13
train_6898,19
train_6899,19
train_6900,7
train_6901,1
train_6902,2
train_6903,1
train_6904,0
train_6905,14
train_6906,0
train_6907,13
train_6908,0
train_6909,3
train_6910,14
train_6911,3
train_6912,6
train_6913,15
train_6914,2
train_6915,9
train_6916,15
train_6917,0
train_6918,13
train_6919,0
train_6920,1
train_6921,6
train_6922,2
train_6923,3
train_6924,2
train_6925,19
train_6926,3
train_6927,13
train_6928,13
train_6929,17
train_6930,5
train_6931,5
train_6932,15
train_6933,12
train_6934,15
train_6935,13
train_6936,12
train_6937,12
train_6938,15
train_6939,11
train_6940,13
train_6941,10
train_6942,13
train_6943,10
train_6944,5
train_6945,1
train_6946,19
train_6947,13
train_6948,19
train_6949,2
train_6950,14
train_6951,1
train_6952,1
train_6953,13
train_6954,4
train_6955,12
train_6956,13
train_6957,7
train_6958,2
train_6959,10
train_6960,17
train_6961,12
train_6962,19
train_6963,9
train_6964,1
train_6965,10
train_6966,11
train_6967,15
train_6968,11
train_6969,1
train_6970,6
train_6971,5
train_6972,2
train_6973,2
train_6974,13
train_6975,19
train_6976,17
train_6977,12
train_6978,15
train_6979,3
train_6980,4
train_6981,6
train_6982,18
train_6983,17
train_6984,12
train_6985,2
train_6986,12
train_6987,2
train_6988,8
train_6989,1
train_6990,12
train_6991,12
train_6992,13
train_6993,15
train_6994,14
train_6995,15
train_6996,4
train_6997,2
train_6998,1
train_6999,13
train_7000,5
train_7001,19
train_7002,3
train_7003,13
train_7004,2
train_7005,18
train_7006,8
train_7007,12
train_7008,13
train_7009,2
train_7010,7
train_7011,9
train_7012,7
train_7013,17
train_7014,16
train_7015,1
train_7016,7
train_7017,3
train_7018,2
train_7019,14
train_7020,7
train_7021,16
train_7022,13
train_7023,13
train_7024,7
train_7025,1
train_7026,17
train_7027,2
train_7028,2
train_7029,17
train_7030,13
train_7031,15
train_7032,17
train_7033,13
train_7034,8
train_7035,19
train_7036,2
train_7037,18
train_7038,17
train_7039,7
train_7040,2
train_7041,15
train_7042,17
train_7043,2
train_7044,1
train_7045,7
train_7046,10
train_7047,6
train_7048,16
train_7049,16
train_7050,19
train_7051,9
train_7052,2
train_7053,1
train_7054,16
train_7055,2
train_7056,17
train_7057,12
train_7058,19
train_7059,9
train_7060,10
train_7061,3
train_7062,11
train_7063,13
train_7064,13
train_7065,0
train_7066,10
train_7067,5
train_7068,0
train_7069,15
train_7070,7
train_7071,19
train_7072,15
train_7073,11
train_7074,13
train_7075,12
train_7076,3
train_7077,6
train_7078,13
train_7079,9
train_7080,15
train_7081,19
train_7082,2
train_7083,0
train_7084,3
train_7085,11
train_7086,4
train_7087,11
train_7088,19
train_7089,17
train_7090,7
train_7091,2
train_7092,6
train_7093,2
train_7094,2
train_7095,19
train_7096,7
train_7097,18
train_7098,18
train_7099,12
train_7100,5
train_7101,19
train_7102,15
train_7103,9
train_7104,0
train_7105,16
train_7106,12
train_7107,10
train_7108,15
train_7109,13
train_7110,4
train_7111,9
train_7112,2
train_7113,12
train_7114,18
train_7115,13
train_7116,13
train_7117,1
train_7118,1
train_7119,11
train_7120,1
train_7121,17
train_7122,10
train_7123,10
train_7124,19
train_7125,17
train_7126,15
train_7127,17
train_7128,15
train_7129,9
train_7130,19
train_7131,13
train_7132,15
train_7133,16
train_7134,3
train_7135,10
train_7136,3
train_7137,17
train_7138,13
train_7139,10
train_7140,7
train_7141,15
train_7142,17
train_7143,9
train_7144,17
train_7145,14
train_7146,2
train_7147,3
train_7148,13
train_7149,19
train_7150,13
train_7151,10
train_7152,2
train_7153,7
train_7154,13
train_7155,17
train_7156,2
train_7157,6
train_7158,12
train_7159,18
train_7160,18
train_7161,18
train_7162,19
train_7163,4
train_7164,18
train_7165,3
train_7166,1
train_7167,4
train_7168,7
train_7169,10
train_7170,7
train_7171,8
train_7172,12
train_7173,17
train_7174,15
train_7175,9
train_7176,10
train_7177,13
train_7178,13
train_7179,6
train_7180,1
train_7181,13
train_7182,7
train_7183,8
train_7184,10
train_7185,13
train_7186,10
train_7187,9
train_7188,8
train_7189,10
train_7190,19
train_7191,13
train_7192,19
train_7193,13
train_7194,18
train_7195,10
train_7196,10
train_7197,4
train_7198,10
train_7199,19
train_7200,10
train_7201,2
train_7202,12
train_7203,12
train_7204,17
train_7205,12
train_7206,16
train_7207,16
train_7208,3
train_7209,7
train_7210,12
train_7211,19
train_7212,12
train_7213,16
train_7214,19
train_7215,15
train_7216,10
train_7217,8
train_7218,18
train_7219,10
train_7220,17
train_7221,13
train_7222,10
train_7223,13
train_7224,13
train_7225,12
train_7226,16
train_7227,2
train_7228,10
train_7229,16
train_7230,10
train_7231,16
train_7232,10
train_7233,10
train_7234,15
train_7235,13
train_7236,2
train_7237,13
train_7238,16
train_7239,17
train_7240,13
train_7241,19
train_7242,10
train_7243,10
train_7244,15
train_7245,2
train_7246,4
train_7247,7
train_7248,2
train_7249,17
train_7250,18
train_7251,6
train_7252,7
train_7253,2
train_7254,14
train_7255,1
train_7256,10
train_7257,19
train_7258,5
train_7259,0
train_7260,13
train_7261,5
train_7262,15
train_7263,15
train_7264,9
train_7265,12
train_7266,8
train_7267,15
train_7268,12
train_7269,15
train_7270,7
train_7271,9
train_7272,4
train_7273,8
train_7274,3
train_7275,15
train_7276,15
train_7277,15
train_7278,10
train_7279,19
train_7280,10
train_7281,15
train_7282,0
train_7283,5
train_7284,13
train_7285,3
train_7286,9
train_7287,2
train_7288,13
train_7289,12
train_7290,16
train_7291,13
train_7292,7
train_7293,19
train_7294,13
train_7295,6
train_7296,7
train_7297,2
train_7298,12
train_7299,12
train_7300,5
train_7301,13
train_7302,4
train_7303,13
train_7304,4
train_7305,4
train_7306,10
train_7307,17
train_7308,15
train_7309,2
train_7310,13
train_7311,15
train_7312,2
train_7313,9
train_7314,12
train_7315,4
train_7316,9
train_7317,5
train_7318,2
train_7319,1
train_7320,1
train_7321,19
train_7322,12
train_7323,13
train_7324,2
train_7325,5
train_7326,13
train_7327,11
train_7328,10
train_7329,6
train_7330,1
train_7331,4
train_7332,12
train_7333,3
train_7334,2
train_7335,13
train_7336,14
train_7337,12
train_7338,15
train_7339,19
train_7340,13
train_7341,5
train_7342,18
train_7343,5
train_7344,13
train_7345,6
train_7346,0
train_7347,12
train_7348,13
train_7349,13
train_7350,7
train_7351,13
train_7352,10
train_7353,14
train_7354,0
train_7355,10
train_7356,15
train_7357,0
train_7358,12
train_7359,0
train_7360,13
train_7361,13
train_7362,8
train_7363,13
train_7364,4
train_7365,1
train_7366,8
train_7367,0
train_7368,1
train_7369,3
train_7370,9
train_7371,13
train_7372,3
train_7373,3
train_7374,4
train_7375,13
train_7376,5
train_7377,10
train_7378,1
train_7379,1
train_7380,13
train_7381,0
train_7382,10
train_7383,12
train_7384,7
train_7385,4
train_7386,10
train_7387,13
train_7388,13
train_7389,9
train_7390,13
train_7391,5
train_7392,10
train_7393,10
train_7394,13
train_7395,1
train_7396,13
train_7397,13
train_7398,11
train_7399,12
train_7400,6
train_7401,1
train_7402,6
train_7403,10
train_7404,9
train_7405,12
train_7406,13
train_7407,19
train_7408,13
train_7409,2
train_7410,0
train_7411,1
train_7412,13
train_7413,17
train_7414,10
train_7415,13
train_7416,13
train_7417,15
train_7418,2
train_7419,13
train_7420,2
train_7421,13
train_7422,13
train_7423,8
train_7424,1
train_7425,10
train_7426,12
train_7427,10
train_7428,14
train_7429,6
train_7430,10
train_7431,10
train_7432,13
train_7433,10
train_7434,10
train_7435,12
train_7436,17
train_7437,9
train_7438,8
train_7439,12
train_7440,4
train_7441,1
train_7442,13
train_7443,16
train_7444,13
train_7445,15
train_7446,7
train_7447,19
train_7448,2
train_7449,7
train_7450,10
train_7451,14
train_7452,10
train_7453,10
train_7454,13
train_7455,5
train_7456,5
train_7457,8
train_7458,10
train_7459,17
train_7460,13
train_7461,17
train_7462,10
train_7463,12
train_7464,10
train_7465,10
train_7466,10
train_7467,17
train_7468,12
train_7469,0
train_7470,7
train_7471,2
train_7472,10
train_7473,1
train_7474,16
train_7475,1
train_7476,7
train_7477,11
train_7478,4
train_7479,1
train_7480,3
train_7481,12
train_7482,1
train_7483,10
train_7484,3
train_7485,17
train_7486,12
train_7487,10
train_7488,18
train_7489,17
train_7490,0
train_7491,10
train_7492,10
train_7493,7
train_7494,5
train_7495,12
train_7496,13
train_7497,12
train_7498,3
train_7499,7
train_7500,13
train_7501,3
train_7502,19
train_7503,13
train_7504,17
train_7505,10
train_7506,11
train_7507,4
train_7508,15
train_7509,10
train_7510,10
train_7511,13
train_7512,7
train_7513,17
train_7514,7
train_7515,10
train_7516,9
train_7517,13
train_7518,10
train_7519,9
train_7520,10
train_7521,4
train_7522,0
train_7523,13
train_7524,1
train_7525,13
train_7526,1
train_7527,7
train_7528,13
train_7529,9
train_7530,10
train_7531,10
train_7532,12
train_7533,10
train_7534,6
train_7535,10
train_7536,10
train_7537,12
train_7538,15
train_7539,15
train_7540,13
train_7541,9
train_7542,9
train_7543,13
train_7544,0
train_7545,1
train_7546,13
train_7547,19
train_7548,10
train_7549,12
train_7550,1
train_7551,13
train_7552,4
train_7553,13
train_7554,10
train_7555,10
train_7556,6
train_7557,13
train_7558,13
train_7559,8
train_7560,15
train_7561,13
train_7562,12
train_7563,19
train_7564,6
train_7565,10
train_7566,9
train_7567,17
train_7568,5
train_7569,0
train_7570,5
train_7571,13
train_7572,10
train_7573,13
train_7574,12
train_7575,10
train_7576,7
train_7577,8
train_7578,10
train_7579,13
train_7580,13
train_7581,12
train_7582,15
train_7583,10
train_7584,18
train_7585,15
train_7586,8
train_7587,13
train_7588,19
train_7589,1
train_7590,1
train_7591,15
train_7592,12
train_7593,1
train_7594,1
train_7595,1
train_7596,19
train_7597,3
train_7598,17
train_7599,5
train_7600,14
train_7601,11
train_7602,15
train_7603,19
train_7604,2
train_7605,1
train_7606,19
train_7607,1
train_7608,13
train_7609,10
train_7610,3
train_7611,13
train_7612,19
train_7613,10
train_7614,3
train_7615,13
train_7616,1
train_7617,8
train_7618,5
train_7619,10
train_7620,1
train_7621,9
train_7622,2
train_7623,1
train_7624,0
train_7625,8
train_7626,1
train_7627,1
train_7628,13
train_7629,6
train_7630,1
train_7631,14
train_7632,2
train_7633,16
train_7634,11
train_7635,10
train_7636,17
train_7637,8
train_7638,11
train_7639,19
train_7640,10
train_7641,19
train_7642,15
train_7643,13
train_7644,5
train_7645,11
train_7646,7
train_7647,19
train_7648,0
train_7649,15
train_7650,8
train_7651,13
train_7652,13
train_7653,7
train_7654,18
train_7655,7
train_7656,15
train_7657,9
train_7658,0
train_7659,7
train_7660,2
train_7661,1
train_7662,1
train_7663,11
train_7664,18
train_7665,18
train_7666,10
train_7667,12
train_7668,12
train_7669,13
train_7670,2
train_7671,6
train_7672,19
train_7673,2
train_7674,8
train_7675,3
train_7676,11
train_7677,14
train_7678,9
train_7679,3
train_7680,5
train_7681,18
train_7682,1
train_7683,9
train_7684,13
train_7685,19
train_7686,6
train_7687,10
train_7688,1
train_7689,17
train_7690,15
train_7691,0
train_7692,17
train_7693,17
train_7694,13
train_7695,13
train_7696,13
train_7697,5
train_7698,13
train_7699,19
train_7700,0
train_7701,15
train_7702,7
train_7703,8
train_7704,15
train_7705,9
train_7706,9
train_7707,10
train_7708,17
train_7709,0
train_7710,12
train_7711,18
train_7712,19
train_7713,19
train_7714,10
train_7715,17
train_7716,3
train_7717,7
train_7718,8
train_7719,13
train_7720,10
train_7721,3
train_7722,10
train_7723,4
train_7724,19
train_7725,17
train_7726,10
train_7727,6
train_7728,8
train_7729,19
train_7730,11
train_7731,10
train_7732,10
train_7733,18
train_7734,5
train_7735,8
train_7736,4
train_7737,19
train_7738,10
train_7739,10
train_7740,3
train_7741,10
train_7742,13
train_7743,13
train_7744,2
train_7745,7
train_7746,12
train_7747,7
train_7748,6
train_7749,1
train_7750,10
train_7751,3
train_7752,15
train_7753,12
train_7754,13
train_7755,11
train_7756,15
train_7757,19
train_7758,13
train_7759,8
train_7760,3
train_7761,1
train_7762,6
train_7763,9
train_7764,11
train_7765,13
train_7766,11
train_7767,16
train_7768,12
train_7769,13
train_7770,2
train_7771,13
train_7772,10
train_7773,10
train_7774,5
train_7775,13
train_7776,3
train_7777,13
train_7778,15
train_7779,6
train_7780,12
train_7781,19
train_7782,15
train_7783,7
train_7784,13
train_7785,3
train_7786,2
train_7787,13
train_7788,8
train_7789,10
train_7790,5
train_7791,1
train_7792,10
train_7793,12
train_7794,7
train_7795,7
train_7796,8
train_7797,10
train_7798,6
train_7799,10
train_7800,5
train_7801,10
train_7802,13
train_7803,12
train_7804,6
train_7805,7
train_7806,17
train_7807,3
train_7808,10
train_7809,17
train_7810,10
train_7811,5
train_7812,6
train_7813,4
train_7814,10
train_7815,10
train_7816,13
train_7817,13
train_7818,9
train_7819,1
train_7820,8
train_7821,10
train_7822,2
train_7823,11
train_7824,10
train_7825,10
train_7826,17
train_7827,2
train_7828,17
train_7829,7
train_7830,9
train_7831,12
train_7832,13
train_7833,11
train_7834,0
train_7835,15
train_7836,4
train_7837,11
train_7838,5
train_7839,19
train_7840,13
train_7841,1
train_7842,2
train_7843,2
train_7844,15
train_7845,2
train_7846,2
train_7847,17
train_7848,13
train_7849,15
train_7850,6
train_7851,13
train_7852,10
train_7853,13
train_7854,15
train_7855,2
train_7856,13
train_7857,3
train_7858,3
train_7859,17
train_7860,1
train_7861,8
train_7862,17
train_7863,13
train_7864,2
train_7865,2
train_7866,4
train_7867,1
train_7868,2
train_7869,2
train_7870,12
train_7871,1
train_7872,10
train_7873,3
train_7874,9
train_7875,13
train_7876,2
train_7877,10
train_7878,18
train_7879,7
train_7880,6
train_7881,13
train_7882,15
train_7883,10
train_7884,4
train_7885,13
train_7886,12
train_7887,11
train_7888,18
train_7889,10
train_7890,10
train_7891,19
train_7892,16
train_7893,13
train_7894,10
train_7895,10
train_7896,14
train_7897,19
train_7898,13
train_7899,10
train_7900,19
train_7901,7
train_7902,18
train_7903,7
train_7904,10
train_7905,10
train_7906,10
train_7907,11
train_7908,13
train_7909,10
train_7910,10
train_7911,10
train_7912,15
train_7913,10
train_7914,1
train_7915,11
train_7916,11
train_7917,17
train_7918,9
train_7919,10
train_7920,2
train_7921,10
train_7922,10
train_7923,16
train_7924,19
train_7925,10
train_7926,7
train_7927,13
train_7928,10
train_7929,10
train_7930,13
train_7931,10
train_7932,10
train_7933,1
train_7934,13
train_7935,1
train_7936,9
train_7937,7
train_7938,10
train_7939,1
train_7940,10
train_7941,14
train_7942,10
train_7943,11
train_7944,1
train_7945,10
train_7946,10
train_7947,10
train_7948,10
train_7949,9
train_7950,10
train_7951,10
train_7952,13
train_7953,10
train_7954,10
train_7955,13
train_7956,12
train_7957,2
train_7958,1
train_7959,19
train_7960,4
train_7961,10
train_7962,14
train_7963,10
train_7964,13
train_7965,10
train_7966,13
train_7967,7
train_7968,10
train_7969,1
train_7970,13
train_7971,10
train_7972,10
train_7973,12
train_7974,9
train_7975,6
train_7976,0
train_7977,15
train_7978,19
train_7979,12
train_7980,15
train_7981,11
train_7982,4
train_7983,19
train_7984,19
train_7985,14
train_7986,4
train_7987,7
train_7988,12
train_7989,12
train_7990,1
train_7991,3
train_7992,9
train_7993,17
train_7994,5
train_7995,1
train_7996,9
train_7997,12
train_7998,13
train_7999,5
train_8000,9
train_8001,5
train_8002,9
train_8003,2
train_8004,19
train_8005,2
train_8006,19
train_8007,6
train_8008,14
train_8009,19
train_8010,7
train_8011,15
train_8012,12
train_8013,5
train_8014,11
train_8015,5
train_8016,12
train_8017,12
train_8018,17
train_8019,15
train_8020,7
train_8021,13
train_8022,10
train_8023,13
train_8024,11
train_8025,11
train_8026,2
train_8027,10
train_8028,13
train_8029,16
train_8030,13
train_8031,13
train_8032,17
train_8033,13
train_8034,2
train_8035,4
train_8036,8
train_8037,13
train_8038,10
train_8039,6
train_8040,10
train_8041,16
train_8042,7
train_8043,14
train_8044,10
train_8045,12
train_8046,10
train_8047,15
train_8048,3
train_8049,19
train_8050,3
train_8051,5
train_8052,16
train_8053,17
train_8054,16
train_8055,12
train_8056,13
train_8057,19
train_8058,15
train_8059,11
train_8060,6
train_8061,13
train_8062,2
train_8063,13
train_8064,4
train_8065,18
train_8066,10
train_8067,15
train_8068,13
train_8069,13
train_8070,19
train_8071,13
train_8072,13
train_8073,10
train_8074,15
train_8075,3
train_8076,13
train_8077,4
train_8078,0
train_8079,19
train_8080,11
train_8081,19
train_8082,4
train_8083,7
train_8084,9
train_8085,9
train_8086,15
train_8087,15
train_8088,7
train_8089,7
train_8090,19
train_8091,13
train_8092,13
train_8093,9
train_8094,10
train_8095,10
train_8096,17
train_8097,7
train_8098,17
train_8099,7
train_8100,5
train_8101,10
train_8102,13
train_8103,13
train_8104,0
train_8105,11
train_8106,1
train_8107,19
train_8108,0
train_8109,10
train_8110,5
train_8111,4
train_8112,13
train_8113,10
train_8114,3
train_8115,8
train_8116,10
train_8117,1
train_8118,12
train_8119,11
train_8120,13
train_8121,19
train_8122,10
train_8123,13
train_8124,10
train_8125,1
train_8126,3
train_8127,16
train_8128,16
train_8129,7
train_8130,1
train_8131,16
train_8132,16
train_8133,0
train_8134,13
train_8135,10
train_8136,11
train_8137,13
train_8138,6
train_8139,13
train_8140,9
train_8141,13
train_8142,12
train_8143,15
train_8144,15
train_8145,13
train_8146,5
train_8147,19
train_8148,7
train_8149,1
train_8150,13
train_8151,10
train_8152,19
train_8153,10
train_8154,2
train_8155,6
train_8156,1
train_8157,12
train_8158,2
train_8159,13
train_8160,1
train_8161,0
train_8162,7
train_8163,2
train_8164,13
train_8165,10
train_8166,11
train_8167,0
train_8168,2
train_8169,1
train_8170,13
train_8171,3
train_8172,3
train_8173,8
train_8174,2
train_8175,17
train_8176,11
train_8177,13
train_8178,15
train_8179,15
train_8180,18
train_8181,9
train_8182,17
train_8183,1
train_8184,6
train_8185,0
train_8186,2
train_8187,10
train_8188,12
train_8189,4
train_8190,2
train_8191,5
train_8192,12
train_8193,18
train_8194,12
train_8195,10
train_8196,12
train_8197,2
train_8198,9
train_8199,1
train_8200,4
train_8201,3
train_8202,13
train_8203,3
train_8204,1
train_8205,8
train_8206,18
train_8207,13
train_8208,5
train_8209,17
train_8210,2
train_8211,3
train_8212,1
train_8213,0
train_8214,1
train_8215,13
train_8216,10
train_8217,15
train_8218,5
train_8219,3
train_8220,7
train_8221,5
train_8222,14
train_8223,13
train_8224,13
train_8225,0
train_8226,13
train_8227,13
train_8228,13
train_8229,11
train_8230,11
train_8231,2
train_8232,13
train_8233,19
train_8234,12
train_8235,2
train_8236,11
train_8237,10
train_8238,13
train_8239,8
train_8240,12
train_8241,4
train_8242,19
train_8243,1
train_8244,5
train_8245,13
train_8246,8
train_8247,8
train_8248,19
train_8249,13
train_8250,2
train_8251,16
train_8252,7
train_8253,7
train_8254,10
train_8255,2
train_8256,13
train_8257,13
train_8258,10
train_8259,10
train_8260,10
train_8261,9
train_8262,5
train_8263,7
train_8264,13
train_8265,19
train_8266,10
train_8267,8
train_8268,8
train_8269,13
train_8270,19
train_8271,5
train_8272,2
train_8273,1
train_8274,7
train_8275,3
train_8276,12
train_8277,17
train_8278,1
train_8279,13
train_8280,5
train_8281,0
train_8282,13
train_8283,13
train_8284,18
train_8285,12
train_8286,3
train_8287,10
train_8288,15
train_8289,10
train_8290,2
train_8291,10
train_8292,16
train_8293,8
train_8294,17
train_8295,10
train_8296,3
train_8297,10
train_8298,10
train_8299,16
train_8300,13
train_8301,10
train_8302,13
train_8303,18
train_8304,7
train_8305,10
train_8306,12
train_8307,0
train_8308,2
train_8309,10
train_8310,6
train_8311,13
train_8312,2
train_8313,12
train_8314,7
train_8315,19
train_8316,7
train_8317,13
train_8318,4
train_8319,13
train_8320,2
train_8321,3
train_8322,17
train_8323,9
train_8324,10
train_8325,15
train_8326,3
train_8327,7
train_8328,17
train_8329,3
train_8330,13
train_8331,12
train_8332,7
train_8333,9
train_8334,2
train_8335,17
train_8336,2
train_8337,10
train_8338,13
train_8339,5
train_8340,15
train_8341,13
train_8342,8
train_8343,1
train_8344,7
train_8345,19
train_8346,13
train_8347,2
train_8348,10
train_8349,10
train_8350,2
train_8351,10
train_8352,10
train_8353,17
train_8354,16
train_8355,7
train_8356,13
train_8357,13
train_8358,4
train_8359,1
train_8360,11
train_8361,12
train_8362,4
train_8363,18
train_8364,15
train_8365,5
train_8366,17
train_8367,2
train_8368,13
train_8369,1
train_8370,12
train_8371,11
train_8372,8
train_8373,18
train_8374,19
train_8375,19
train_8376,18
train_8377,14
train_8378,12
train_8379,19
train_8380,1
train_8381,9
train_8382,1
train_8383,19
train_8384,19
train_8385,18
train_8386,7
train_8387,2
train_8388,4
train_8389,12
train_8390,9
train_8391,2
train_8392,18
train_8393,13
train_8394,15
train_8395,8
train_8396,14
train_8397,19
train_8398,8
train_8399,10
train_8400,17
train_8401,11
train_8402,5
train_8403,1
train_8404,10
train_8405,10
train_8406,13
train_8407,12
train_8408,13
train_8409,7
train_8410,7
train_8411,13
train_8412,17
train_8413,13
train_8414,10
train_8415,3
train_8416,7
train_8417,1
train_8418,7
train_8419,2
train_8420,13
train_8421,15
train_8422,3
train_8423,17
train_8424,13
train_8425,18
train_8426,9
train_8427,15
train_8428,15
train_8429,13
train_8430,13
train_8431,15
train_8432,13
train_8433,3
train_8434,13
train_8435,14
train_8436,13
train_8437,9
train_8438,4
train_8439,19
train_8440,17
train_8441,1
train_8442,1
train_8443,10
train_8444,19
train_8445,13
train_8446,13
train_8447,13
train_8448,7
train_8449,6
train_8450,19
train_8451,13
train_8452,2
train_8453,19
train_8454,18
train_8455,13
train_8456,10
train_8457,5
train_8458,5
train_8459,10
train_8460,13
train_8461,15
train_8462,19
train_8463,10
train_8464,13
train_8465,10
train_8466,10
train_8467,13
train_8468,10
train_8469,10
train_8470,4
train_8471,13
train_8472,10
train_8473,13
train_8474,10
train_8475,2
train_8476,10
train_8477,15
train_8478,5
train_8479,15
train_8480,13
train_8481,3
train_8482,10
train_8483,12
train_8484,13
train_8485,13
train_8486,13
train_8487,5
train_8488,13
train_8489,10
train_8490,10
train_8491,18
train_8492,4
train_8493,10
train_8494,10
train_8495,19
train_8496,3
train_8497,19
train_8498,0
train_8499,3
train_8500,13
train_8501,10
train_8502,10
train_8503,0
train_8504,4
train_8505,8
train_8506,12
train_8507,8
train_8508,0
train_8509,16
train_8510,17
train_8511,19
train_8512,10
train_8513,4
train_8514,4
train_8515,7
train_8516,4
train_8517,17
train_8518,15
train_8519,1
train_8520,17
train_8521,0
train_8522,14
train_8523,8
train_8524,12
train_8525,19
train_8526,19
train_8527,15
train_8528,1
train_8529,12
train_8530,12
train_8531,3
train_8532,4
train_8533,16
train_8534,13
train_8535,7
train_8536,8
train_8537,18
train_8538,17
train_8539,11
train_8540,2
train_8541,10
train_8542,2
train_8543,18
train_8544,17
train_8545,2
train_8546,10
train_8547,13
train_8548,17
train_8549,2
train_8550,16
train_8551,13
train_8552,10
train_8553,12
train_8554,10
train_8555,13
train_8556,7
train_8557,7
train_8558,10
train_8559,10
train_8560,18
train_8561,13
train_8562,15
train_8563,13
train_8564,5
train_8565,13
train_8566,15
train_8567,13
train_8568,4
train_8569,5
train_8570,5
train_8571,1
train_8572,13
train_8573,13
train_8574,15
train_8575,13
train_8576,13
train_8577,10
train_8578,13
train_8579,10
train_8580,15
train_8581,13
train_8582,10
train_8583,19
train_8584,1
train_8585,17
train_8586,7
train_8587,13
train_8588,8
train_8589,7
train_8590,2
train_8591,10
train_8592,10
train_8593,8
train_8594,13
train_8595,12
train_8596,13
train_8597,13
train_8598,7
train_8599,8
train_8600,13
train_8601,12
train_8602,11
train_8603,19
train_8604,4
train_8605,12
train_8606,3
train_8607,5
train_8608,15
train_8609,5
train_8610,1
train_8611,15
train_8612,19
train_8613,12
train_8614,15
train_8615,2
train_8616,11
train_8617,15
train_8618,18
train_8619,15
train_8620,15
train_8621,15
train_8622,13
train_8623,19
train_8624,2
train_8625,0
train_8626,13
train_8627,9
train_8628,15
train_8629,5
train_8630,12
train_8631,13
train_8632,12
train_8633,13
train_8634,19
train_8635,5
train_8636,2
train_8637,7
train_8638,19
train_8639,15
train_8640,4
train_8641,19
train_8642,8
train_8643,8
train_8644,1
train_8645,2
train_8646,13
train_8647,19
train_8648,6
train_8649,10
train_8650,19
train_8651,13
train_8652,1
train_8653,18
train_8654,18
train_8655,13
train_8656,13
train_8657,17
train_8658,11
train_8659,19
train_8660,18
train_8661,4
train_8662,4
train_8663,14
train_8664,7
train_8665,18
train_8666,14
train_8667,13
train_8668,13
train_8669,12
train_8670,17
train_8671,13
train_8672,7
train_8673,2
train_8674,9
train_8675,7
train_8676,1
train_8677,18
train_8678,4
train_8679,13
train_8680,10
train_8681,1
train_8682,13
train_8683,11
train_8684,1
train_8685,2
train_8686,9
train_8687,10
train_8688,9
train_8689,0
train_8690,10
train_8691,13
train_8692,1
train_8693,13
train_8694,4
train_8695,13
train_8696,19
train_8697,15
train_8698,19
train_8699,10
train_8700,3
train_8701,19
train_8702,13
train_8703,7
train_8704,9
train_8705,19
train_8706,19
train_8707,13
train_8708,10
train_8709,1
train_8710,10
train_8711,13
train_8712,2
train_8713,9
train_8714,19
train_8715,7
train_8716,2
train_8717,17
train_8718,13
train_8719,17
train_8720,1
train_8721,13
train_8722,13
train_8723,19
train_8724,7
train_8725,7
train_8726,10
train_8727,5
train_8728,12
train_8729,3
train_8730,13
train_8731,13
train_8732,12
train_8733,13
train_8734,19
train_8735,13
train_8736,1
train_8737,10
train_8738,18
train_8739,19
train_8740,13
train_8741,12
train_8742,3
train_8743,10
train_8744,9
train_8745,12
train_8746,19
train_8747,13
train_8748,7
train_8749,15
train_8750,12
train_8751,19
train_8752,1
train_8753,19
train_8754,5
train_8755,1
train_8756,13
train_8757,3
train_8758,6
train_8759,11
train_8760,19
train_8761,2
train_8762,18
train_8763,1
train_8764,15
train_8765,15
train_8766,15
train_8767,13
train_8768,8
train_8769,3
train_8770,18
train_8771,4
train_8772,4
train_8773,13
train_8774,10
train_8775,7
train_8776,10
train_8777,2
train_8778,14
train_8779,10
train_8780,4
train_8781,15
train_8782,15
train_8783,4
train_8784,18
train_8785,5
train_8786,5
train_8787,15
train_8788,4
train_8789,19
train_8790,7
train_8791,18
train_8792,12
train_8793,19
train_8794,13
train_8795,12
train_8796,13
train_8797,15
train_8798,2
train_8799,13
train_8800,13
train_8801,18
train_8802,4
train_8803,1
train_8804,1
train_8805,13
train_8806,17
train_8807,13
train_8808,13
train_8809,15
train_8810,10
train_8811,10
train_8812,10
train_8813,2
train_8814,17
train_8815,9
train_8816,15
train_8817,2
train_8818,15
train_8819,10
